Frequency[MHz];Amplitude RX1[mV] at pwm=100
154.938;1154
155.000;1147
155.063;1145
155.125;1149
155.188;1140
155.250;1137
155.313;1137
155.375;1149
155.438;1149
155.500;1142
155.563;1152
155.625;1147
155.688;1147
155.750;1145
155.813;1142
155.875;1149
155.938;1149
156.000;1145
156.063;1154
156.125;1140
156.188;1145
156.250;1135
156.313;1152
156.375;1140
156.438;1147
156.500;1164
156.563;1149
156.625;1140
156.688;1147
156.750;1137
156.813;1147
156.875;1149
156.938;1149
157.000;1140
157.063;1149
157.125;1140
157.188;1152
157.250;1147
157.313;1152
157.375;1152
157.438;1147
157.500;1140
157.563;1137
157.625;1149
157.688;1149
157.750;1147
157.813;1145
157.875;1145
157.938;1145
158.000;1149
158.063;1152
158.125;1154
158.188;1140
158.250;1152
158.313;1154
158.375;1147
158.438;1154
158.500;1152
158.563;1145
158.625;1145
158.688;1149
158.750;1145
158.813;1152
158.875;1145
158.938;1154
159.000;1154
159.063;1147
159.125;1152
159.188;1147
159.250;1140
159.313;1137
159.375;1147
159.438;1152
159.500;1162
159.563;1152
159.625;1145
159.688;1154
159.750;1154
159.813;1157
159.875;1145
159.938;1147
160.000;1142
160.063;1162
160.125;1154
160.188;1152
160.250;1154
160.313;1145
160.375;1159
160.438;1142
160.500;1149
160.563;1149
160.625;1142
160.688;1142
160.750;1157
160.813;1149
