Frequency[MHz];Amplitude RX1[mV] at pwm=201
147.000;1223
147.063;1203
147.125;1220
147.188;1215
147.250;1208
147.313;1235
147.375;1220
147.438;1230
147.500;1230
147.563;1232
147.625;1240
147.688;1223
147.750;1230
147.813;1210
147.875;1245
147.938;1235
148.000;1225
148.063;1250
148.125;1223
148.188;1225
148.250;1220
148.313;1225
148.375;1240
148.438;1223
148.500;1228
148.563;1228
148.625;1232
148.688;1247
148.750;1213
148.813;1228
148.875;1240
148.938;1237
149.000;1223
149.063;1237
149.125;1235
149.188;1232
149.250;1225
149.313;1213
149.375;1225
149.438;1225
149.500;1230
149.563;1230
149.625;1210
149.688;1213
149.750;1230
149.813;1218
149.875;1225
149.938;1220
150.000;1237
150.063;1213
150.125;1240
150.188;1220
150.250;1235
150.313;1223
150.375;1242
150.438;1206
150.500;1218
150.563;1213
150.625;1215
150.688;1223
150.750;1210
150.813;1232
150.875;1215
150.938;1210
151.000;1230
151.063;1220
151.125;1201
151.188;1225
151.250;1245
151.313;1232
151.375;1228
151.438;1245
151.500;1218
151.563;1220
151.625;1203
151.688;1213
151.750;1220
151.813;1196
151.875;1210
151.938;1218
152.000;1228
152.063;1213
152.125;1240
152.188;1225
152.250;1220
152.313;1208
152.375;1228
152.438;1213
152.500;1215
152.563;1215
152.625;1218
152.688;1218
152.750;1218
152.813;1208
152.875;1215
152.938;1228
153.000;1210
153.063;1210
153.125;1198
153.188;1220
153.250;1206
153.313;1230
153.375;1225
153.438;1220
153.500;1210
153.563;1218
153.625;1225
153.688;1225
153.750;1208
153.813;1208
153.875;1218
153.938;1206
154.000;1220
154.063;1201
154.125;1206
154.188;1215
154.250;1220
154.313;1247
154.375;1215
154.438;1230
154.500;1232
154.563;1235
154.625;1213
154.688;1215
154.750;1242
154.813;1223
154.875;1257
154.938;1235
155.000;1218
155.063;1210
155.125;1208
155.188;1213
155.250;1213
155.313;1247
155.375;1213
155.438;1210
155.500;1191
155.563;1208
155.625;1223
155.688;1220
155.750;1218
155.813;1225
155.875;1230
155.938;1220
156.000;1208
156.063;1230
156.125;1203
156.188;1223
156.250;1220
156.313;1196
156.375;1206
156.438;1220
156.500;1218
156.563;1210
156.625;1196
156.688;1201
156.750;1213
156.813;1213
156.875;1218
156.938;1215
157.000;1218
157.063;1198
157.125;1220
157.188;1215
157.250;1213
157.313;1210
157.375;1206
157.438;1201
157.500;1198
157.563;1210
157.625;1208
157.688;1191
157.750;1220
157.813;1206
157.875;1206
157.938;1198
158.000;1203
158.063;1206
158.125;1213
158.188;1198
158.250;1220
158.313;1206
158.375;1201
158.438;1208
158.500;1213
158.563;1201
158.625;1203
158.688;1188
158.750;1210
158.813;1210
158.875;1210
158.938;1220
159.000;1203
159.063;1206
159.125;1208
159.188;1210
159.250;1210
159.313;1198
159.375;1228
159.438;1210
159.500;1198
159.563;1193
159.625;1225
159.688;1208
159.750;1196
159.813;1208
159.875;1228
159.938;1210
160.000;1206
160.063;1230
160.125;1198
160.188;1188
160.250;1206
160.313;1203
160.375;1213
160.438;1215
160.500;1210
160.563;1206
160.625;1206
160.688;1196
160.750;1201
160.813;1206
